iter	RMSE
265	49.5321306
266	49.51049647
267	49.48848205
268	49.4865915
269	49.48599223
270	49.4745909
271	49.45296964
272	49.43532827
273	49.41788939
274	49.39032625
275	49.38344275
276	49.3748099
277	49.36576133
278	49.36413654
279	49.36352985
280	49.34453959
281	49.3257989
282	49.31192611
283	49.29434212
284	49.28193039
285	49.26191654
286	49.24595206
287	49.22488165
288	49.20761072
289	49.18556661
290	49.18364542
291	49.1717015
292	49.15630898
293	49.12820435
294	49.11444844
295	49.10339259
296	49.08826609
297	49.07249312
298	49.03772139
299	49.01806272
300	49.00055574
301	48.99104537
302	48.97603056
303	48.95724141
304	48.95244007
305	48.94039574
306	48.92474264
307	48.92311289
308	48.90182741
309	48.89304199
310	48.87517405
311	48.85840765
312	48.84109309
313	48.83110426
314	48.81304556
315	48.78197204
316	48.77417177
317	48.7609639
318	48.74886469
319	48.72763291
320	48.71589515
321	48.69868288
322	48.68487632
323	48.66351908
324	48.65313712
325	48.62764137
326	48.61483259
327	48.60189819
328	48.59020394
329	48.57843211
330	48.57784263
331	48.5760754
332	48.56731614
333	48.56456627
334	48.54866832
335	48.53723609
336	48.53171698
337	48.51829364
338	48.51167332
339	48.50324911
340	48.48779887
341	48.4668008
342	48.45758526
343	48.44587159
344	48.42429496
345	48.40626499
346	48.39620437
347	48.39029611
348	48.3646272
349	48.3555155
350	48.34134502
351	48.31380562
352	48.29707261
353	48.28717994
354	48.26893639
355	48.25876306
356	48.24789983
357	48.24733054
358	48.22764616
359	48.21416295
360	48.20876035
361	48.1947303
362	48.18177475
363	48.18014388
364	48.15860217
365	48.14821605
366	48.132351
367	48.11323163
368	48.09567834
369	48.07847138
370	48.06060314
371	48.03874753
372	48.03055427
373	48.02314531
374	48.00433265
375	47.98969315
376	47.98239308
377	47.96985764
378	47.95981283
379	47.9451907
380	47.93160884
381	47.9271393
382	47.90967601
383	47.8934276
384	47.87365804
385	47.8640066
386	47.84881812
387	47.83970154
388	47.83080273
389	47.81486217
390	47.80608988
391	47.8009233
392	47.79158284
393	47.77217895
394	47.77083723
395	47.75349118
396	47.7322536
397	47.7245706
398	47.70799195
399	47.70293429
400	47.68600213
401	47.67143526
402	47.6697436
403	47.65315624
404	47.62505176
405	47.60226292
406	47.58498241
407	47.56883113
408	47.55722666
409	47.5456108
410	47.52722207
411	47.51599013
412	47.49609065
413	47.47858679
414	47.46640811
415	47.44988623
416	47.44424528
417	47.43715217
418	47.42338271
419	47.42064238
420	47.41168012
421	47.39433503
422	47.3835591
423	47.35841998
424	47.33794247
425	47.32848904
426	47.31952562
427	47.30764801
428	47.2864856
429	47.27647724
430	47.26369549
431	47.24896913
432	47.23344898
433	47.21852669
434	47.20444496
435	47.18513364
436	47.18316353
437	47.16192748
438	47.14279151
439	47.13079988
440	47.12649667
441	47.11686225
442	47.11282709
443	47.1081636
444	47.0950873
445	47.08259556
446	47.05545976
447	47.0313199
448	47.02941504
449	47.01104682
450	46.99960528
451	46.99874273
452	46.99425671
453	46.98301427
454	46.98139551
455	46.96776992
456	46.96015864
457	46.93647853
458	46.92581798
459	46.91136834
460	46.8993473
461	46.87555469
462	46.85959606
463	46.85897641
464	46.83325605
465	46.82428446
466	46.80535246
467	46.80416584
468	46.79427543
469	46.77665924
470	46.76547561
471	46.75609761
472	46.72878769
473	46.72214911
474	46.72040611
475	46.71568364
476	46.70870899
477	46.69438325
478	46.67836586
479	46.66537296
480	46.65975885
481	46.65056094
482	46.63501127
483	46.61345296
484	46.59773096
485	46.5921847
486	46.57613218
487	46.56217187
488	46.54456348
489	46.53245167
490	46.51273406
491	46.49921895
492	46.47215936
493	46.46248499
494	46.44434091
495	46.43078335
496	46.43039861
497	46.41150827
498	46.40520994
499	46.38944477
500	46.36474391
501	46.35542703
502	46.3305989
503	46.31792271
504	46.30708635
505	46.30521799
506	46.2945818
507	46.28381974
508	46.28336429
509	46.27864152
510	46.27744444
511	46.26114586
512	46.24762449
513	46.23822591
514	46.22457439
515	46.21161787
516	46.20187221
517	46.19043642
518	46.18226007
519	46.16861425
520	46.16249464
521	46.15080947
522	46.13285912
523	46.12622085
524	46.10906114
525	46.08962724
526	46.07555602
527	46.05913867
528	46.04855927
529	46.0335446
530	46.02568513
531	46.00868478
532	45.99662567
533	45.97833243
534	45.97109366
535	45.97032427
536	45.95151795
537	45.9389643
538	45.92339872
539	45.90938422
540	45.90049077
541	45.88559796
542	45.87190363
543	45.86593994
544	45.85324283
545	45.83991688
546	45.83080648
547	45.81899928
548	45.80679857
549	45.79106644
550	45.78980338
551	45.77716459
552	45.77579116
553	45.76329707
554	45.74666303
555	45.74277401
556	45.73009469
557	45.72550733
558	45.71524469
559	45.70274241
560	45.70165102
561	45.69793198
562	45.68485117
563	45.67276547
564	45.65425514
565	45.63817314
566	45.62628488
567	45.62559708
568	45.61403896
569	45.60633884
570	45.59134958
571	45.57984631
572	45.5601941
573	45.54083335
574	45.54032732
575	45.52322835
576	45.50935679
577	45.49160808
578	45.47366248
579	45.45912329
580	45.44817419
581	45.4350483
582	45.42085825
583	45.40753329
584	45.39869889
585	45.38679026
586	45.36954672
587	45.35713445
588	45.35431465
589	45.34753089
590	45.34251039
591	45.33410464
592	45.33175821
593	45.30809138
594	45.29157512
595	45.28285561
596	45.27060848
597	45.26232434
598	45.24873778
599	45.23779434
600	45.22944076
601	45.22144194
602	45.20988108
603	45.20204997
604	45.18515197
605	45.16424815
606	45.15981285
607	45.15941315
608	45.14245061
609	45.12964112
610	45.12245483
611	45.11158181
612	45.1043633
613	45.09094552
614	45.08007804
615	45.07312679
616	45.05195695
617	45.04622029
618	45.03235669
619	45.01587764
620	45.01543179
621	45.00201539
622	44.98959302
623	44.98150811
624	44.97892906
625	44.9755451
626	44.96734944
627	44.9577396
628	44.94952247
629	44.93532086
630	44.92569379
631	44.90546365
632	44.89761354
633	44.88534223
634	44.87337506
635	44.85676156
636	44.84025157
637	44.83251872
638	44.82117893
639	44.80673827
640	44.79187583
641	44.77433976
642	44.76160698
643	44.75237798
644	44.74390332
645	44.73640009
646	44.72599259
647	44.71535326
648	44.70003425
649	44.68511194
650	44.67600623
651	44.66466147
652	44.64831877
653	44.63947745
654	44.63125086
655	44.61974859
656	44.60397994
657	44.59067222
658	44.58253747
659	44.58211236
660	44.57397008
661	44.56740375
662	44.55445568
663	44.54405005
664	44.53103195
665	44.51498459
666	44.51035268
667	44.49876576
668	44.48201805
669	44.46893189
670	44.46170355
671	44.45372249
672	44.44008615
673	44.42992254
674	44.42379097
675	44.41618801
676	44.40943471
677	44.39318129
678	44.3875614
679	44.37345475
680	44.36243514
681	44.34942382
682	44.3344876
683	44.32348257
684	44.31432698
685	44.29907752
686	44.2897243
687	44.28555941
688	44.27225709
689	44.25346851
690	44.24451734
691	44.23795143
692	44.22351461
693	44.20609816
694	44.20515105
695	44.1881631
696	44.17495882
697	44.16220955
698	44.16160516
699	44.15365259
700	44.14319973
701	44.12917905
702	44.12687966
703	44.11966731
704	44.10624923
705	44.09068224
706	44.07922661
707	44.06488077
708	44.05582474
709	44.05482462
710	44.04126625
711	44.03010065
712	44.02073916
713	44.01040477
714	44.0046121
715	43.99827348
716	43.98716674
717	43.97683449
718	43.96673681
719	43.95853963
720	43.95002014
721	43.93609765
722	43.91584902
723	43.90577043
724	43.89030677
725	43.87875325
726	43.86896243
727	43.86071774
728	43.85454463
729	43.84496895
730	43.83768712
731	43.81956407
732	43.80703411
733	43.79596283
734	43.79250968
735	43.7814861
736	43.77141739
737	43.77105717
738	43.76519257
739	43.76272995
740	43.75601997
741	43.74057709
742	43.73232609
743	43.72655452
744	43.71834877
745	43.71787377
746	43.69958368
747	43.6906998
748	43.68300842
749	43.66630743
750	43.65848843
751	43.64999447
752	43.63035844
753	43.61928001
754	43.60630982
755	43.58744353
756	43.57640256
757	43.56144855
758	43.55647896
759	43.54622309
760	43.54509733
761	43.53184832
762	43.5224544
763	43.51276539
764	43.50682311
765	43.49677716
766	43.48718255
767	43.47985437
768	43.46847558
769	43.45899816
770	43.4565517
771	43.44190326
772	43.43467049
773	43.43296985
774	43.42695058
775	43.41309093
776	43.40742508
777	43.3952451
778	43.38879947
779	43.37184554
780	43.35666246
781	43.34853442
782	43.33733832
783	43.32592449
784	43.30640688
785	43.29861472
786	43.28311332
787	43.27054109
788	43.26492925
789	43.25858402
790	43.25299897
791	43.24191268
792	43.23025978
793	43.22266062
794	43.21742461
795	43.20944282
796	43.19911823
797	43.19693318
798	43.18491997
799	43.16718358
800	43.15806315
801	43.14410107
802	43.13607161
803	43.11960422
804	43.11655835
805	43.10936822
806	43.09772065
807	43.09141864
808	43.07889484
809	43.06656
810	43.04813236
811	43.04008451
812	43.03131378
813	43.01457204
814	42.99877883
815	42.99496712
816	42.98359422
817	42.96346866
818	42.95646071
819	42.94150071
820	42.93024553
821	42.92531038
822	42.91745188
823	42.90612086
824	42.89226586
825	42.87885237
826	42.8731467
827	42.86535879
828	42.85650953
829	42.84531537
830	42.83316536
831	42.82244825
832	42.80542452
833	42.8019379
834	42.79444328
835	42.78532004
836	42.77630423
837	42.75871962
838	42.75332715
839	42.74652526
840	42.72821068
841	42.71958111
842	42.70873879
843	42.68855478
844	42.68226923
845	42.66968342
846	42.65439129
847	42.65015578
848	42.64325312
849	42.63223942
850	42.62267908
851	42.61169484
852	42.59644065
853	42.58763419
854	42.57783252
855	42.56835798
856	42.56163811
857	42.55307874
858	42.54536462
859	42.54053795
860	42.53302654
861	42.52563443
862	42.51736572
863	42.51209729
864	42.5034625
865	42.49927317
866	42.49735105
867	42.49350148
868	42.48507865
869	42.47366424
870	42.47169226
871	42.46306053
872	42.4574066
873	42.43719338
874	42.43375191
875	42.41670069
876	42.41060298
877	42.39519521
878	42.38634137
879	42.38039986
880	42.37341389
881	42.36440289
882	42.35549878
883	42.34012304
884	42.33631643
885	42.3288886
886	42.31865864
887	42.31029158
888	42.30260051
889	42.29279476
890	42.27870472
891	42.27670659
892	42.26412666
893	42.25719273
894	42.2511927
895	42.24250397
896	42.23822134
897	42.22782302
898	42.21587703
899	42.20417121
900	42.19355574
901	42.18139823
902	42.1731873
903	42.16575193
904	42.15883568
905	42.14933023
906	42.13240698
907	42.11645383
908	42.10359958
909	42.09113759
910	42.08803228
911	42.08282768
912	42.07478392
913	42.06423765
914	42.04598224
915	42.03885594
916	42.02555928
917	42.01846297
918	42.00940846
919	41.99999186
920	41.99162865
921	41.98411518
922	41.97064877
923	41.960148
924	41.94595116
925	41.9350166
926	41.92937471
927	41.91710275
928	41.90587209
929	41.90398609
930	41.88790091
931	41.8811811
932	41.87204911
933	41.86362764
934	41.85217109
935	41.85044598
936	41.84245901
937	41.83408881
938	41.82767515
939	41.81004441
940	41.80025628
941	41.7955734
942	41.78640434
943	41.76935678
944	41.75952963
945	41.75334566
946	41.74769566
947	41.73857416
948	41.73175451
949	41.72924781
950	41.71628214
951	41.69974624
952	41.69290029
953	41.68827804
954	41.67501137
955	41.66132845
956	41.65189029
957	41.64025504
958	41.62243285
959	41.61667536
960	41.60777983
961	41.60601347
962	41.59754423
963	41.59248006
964	41.5847606
965	41.5782263
966	41.57001043
967	41.55996174
968	41.54685162
969	41.53528744
970	41.52425412
971	41.51304027
972	41.50339985
973	41.4941366
974	41.48844368
975	41.47975435
976	41.47282181
977	41.46003659
978	41.44918673
979	41.43944287
980	41.42774475
981	41.41789031
982	41.40946047
983	41.40194536
984	41.40118572
985	41.39341409
986	41.38514011
987	41.38458044
988	41.38058716
989	41.37526896
990	41.36952687
991	41.36098485
992	41.3540462
993	41.33898896
994	41.32888221
995	41.32451082
996	41.31039142
997	41.29955936
998	41.29154702
999	41.28037793
